phone_number,number_type,call_time,hour_bucket,first_contact_type,has_prior_history,has_repeat_contact,repeat_gap,in_contacts,is_num_in_msg,inner_num_differs,msg_number_official_match,sms_to_call,sms_to_call_gap,is_url_in_msg,is_reliable_url,has_appinstall_link,is_carrier_altered,number_cluster,using_duration,unique_callees,is_global,is_sequential_callers,structural_phishing_score,is_sms_initiated_unreg,cold_contact,repeat_pressure_intensity,is_phishing,incident_type
01017549823,010,2026-12-20 07:32:00,7.0,0,1,1,9.96,0,0,,,1,15.92,0,,,,,,,0,0,0.0,1,0,0.09124087591240876,0,normal
0624160113,기타,2026-10-28 22:23:00,22.0,0,0,0,,0,1,0.0,1.0,0,,0,,,,,,,0,0,1.0,1,1,0.0,0,normal
01077501331,010,2026-05-11 13:10:00,13.0,0,1,1,72.11,1,0,,,0,,1,1.0,0.0,,,,,0,0,1.0,0,0,0.01367801942278758,0,normal
15777011,특번,2026-04-06 02:58:00,2.0,0,0,0,,0,1,0.0,1.0,0,,0,,,,,,,0,0,1.0,1,1,0.0,0,normal
16446000,특번,2026-06-07 04:10:00,4.0,0,0,0,,0,1,0.0,1.0,0,,0,,,,,,,0,0,1.0,1,1,0.0,0,normal
15440080,특번,2026-10-12 15:06:00,15.0,0,0,0,,0,1,0.0,1.0,1,498.18,0,,,,,,,0,0,1.0,1,1,0.0,0,normal
15443082,특번,2026-11-06 10:28:00,10.0,1,0,0,,0,1,0.0,1.0,0,,0,,,,,,,0,0,1.0,0,1,0.0,0,normal
01006988970,010,2026-03-06 08:08:00,8.0,1,1,0,,1,0,,,0,,1,1.0,0.0,,,,,0,0,1.0,0,0,0.0,0,normal
15771000,특번,2026-12-22 15:05:00,15.0,0,0,0,,0,0,,,0,,0,,,,,,,0,0,0.0,1,1,0.0,0,normal
15664295,특번,2026-09-24 10:48:00,10.0,0,0,0,,0,1,0.0,1.0,0,,1,1.0,0.0,,,,,0,0,2.0,1,1,0.0,0,normal
01009603959,010,2026-12-22 20:35:00,20.0,0,1,1,80.84,1,1,0.0,1.0,1,86.09,1,1.0,0.0,,,,,0,0,2.0,0,0,0.012218963831867057,0,normal
03180751228,기타,2026-05-04 07:24:00,7.0,1,0,0,,0,0,,,0,,0,,,,,,,0,0,0.0,0,1,0.0,0,normal
025655588,02(서울 유선),2026-04-23 20:10:00,20.0,0,0,0,,0,1,0.0,1.0,0,,0,,,,,,,0,0,1.0,1,1,0.0,0,normal
07032907804,070(인터넷전화),2026-07-28 02:02:00,2.0,0,0,1,7.93,0,1,0.0,1.0,0,,0,,,,,,,0,0,1.0,1,1,0.11198208286674133,0,normal
01087490044,010,2026-02-20 15:56:00,15.0,1,1,1,2.91,1,1,1.0,1.0,0,,1,1.0,0.0,,,,,0,0,3.0,0,0,0.2557544757033248,0,normal
01018502731,010,2026-12-17 02:19:00,2.0,0,1,1,18.36,1,0,,,0,,0,,,,,,,0,0,0.0,0,0,0.05165289256198347,0,normal
15669009,특번,2026-11-11 05:59:00,5.0,0,0,0,,0,1,1.0,1.0,0,,1,1.0,0.0,,,,,0,0,3.0,1,1,0.0,0,normal
16008172,특번,2026-07-12 10:09:00,10.0,0,0,0,,0,0,,,0,,1,1.0,0.0,,,,,0,0,1.0,1,1,0.0,0,normal
15885000,특번,2026-07-04 05:52:00,5.0,0,0,0,,0,0,,,0,,0,,,,,,,0,0,0.0,1,1,0.0,0,normal
01025903930,010,2026-12-22 23:28:00,23.0,0,1,0,,1,0,,,0,,0,,,,,,,0,0,0.0,0,0,0.0,0,normal
15998888,특번,2026-09-28 20:44:00,20.0,0,0,0,,0,1,0.0,1.0,0,,0,,,,,,,0,0,1.0,1,1,0.0,0,normal
15888377,특번,2026-12-17 14:14:00,14.0,1,0,0,,0,0,,,0,,0,,,,,,,0,0,0.0,0,1,0.0,0,normal
01049718504,010,2026-08-02 09:16:00,9.0,0,1,0,,1,1,0.0,1.0,0,,0,,,,,,,0,1,1.0,0,0,0.0,0,normal
15887000,특번,2026-07-12 14:32:00,14.0,0,0,0,,0,0,,,1,630.95,1,1.0,0.0,,,,,0,0,1.0,1,1,0.0,0,normal
0054751569,00X(국제),2026-01-19 07:06:00,7.0,0,0,0,,0,0,,,1,2.31,1,1.0,0.0,,,,,1,0,1.0,1,1,0.0,0,normal
15666000,특번,2026-07-17 06:26:00,6.0,0,0,0,,0,0,,,0,,0,,,,,,,0,0,0.0,1,1,0.0,0,normal
01032038155,010,2026-07-15 06:57:00,,1,0,1,36.41,0,0,,,0,,1,0.0,1.0,,,,,0,0,3.0,0,1,0.026730820636193534,1,etc
01058122735,010,2026-06-21 04:16:00,4.0,1,1,0,,1,1,0.0,1.0,0,,1,1.0,0.0,,,,,0,0,2.0,0,0,0.0,0,normal
15443000,특번,2026-02-20 21:38:00,21.0,0,0,0,,0,1,0.0,1.0,0,,0,,,,,,,0,0,1.0,1,1,0.0,0,normal
15883570,특번,2026-06-09 18:57:00,18.0,0,0,0,,0,0,,,0,,1,1.0,0.0,,,,,0,0,1.0,1,1,0.0,0,normal
15887000,특번,2026-04-07 09:01:00,9.0,0,0,0,,0,1,0.0,1.0,1,23.32,0,,,,,,,0,0,1.0,1,1,0.0,0,normal
01019899724,010,2026-01-07 07:03:00,7.0,0,1,1,6.27,1,1,0.0,1.0,0,,1,1.0,0.0,,,,,0,0,2.0,0,0,0.13755158184319122,0,normal
01026413995,010,2026-07-29 20:33:00,20.0,0,0,1,2.5,1,0,,,1,262.42,1,1.0,0.0,,,,,0,0,1.0,0,0,0.2857142857142857,0,normal
15221155,특번,2026-02-28 13:37:00,13.0,1,0,0,,0,1,0.0,1.0,0,,0,,,,,,,0,0,1.0,0,1,0.0,0,normal
15889999,특번,2026-12-14 02:48:00,2.0,1,0,0,,0,0,,,0,,0,,,,,,,0,0,0.0,0,1,0.0,0,normal
15888801,특번,2026-08-15 07:23:00,7.0,0,0,1,40.21,0,1,0.0,1.0,0,,0,,,,,,,0,0,1.0,1,1,0.02426595486532395,0,normal
15887270,특번,2026-06-02 06:46:00,6.0,0,0,0,,0,0,,,0,,0,,,,,,,0,1,0.0,1,1,0.0,0,normal
15990011,특번,2026-03-25 03:58:00,3.0,0,0,0,,0,1,0.0,1.0,0,,0,,,,,,,0,0,1.0,1,1,0.0,0,normal
18083244,특번,2026-06-23 00:50:00,0.0,0,0,1,33.62,0,0,,,0,,0,,,,,,,0,0,0.0,1,1,0.028885037550548817,0,normal
15886200,특번,2026-06-03 18:19:00,18.0,1,0,0,,0,0,,,0,,0,,,,,,,0,0,0.0,0,1,0.0,0,normal
01002681892,010,2026-07-02 10:47:00,10.0,0,0,0,,0,0,,,1,2101.56,0,,,,,,,0,1,0.0,1,1,0.0,1,institution
16612207,특번,2026-04-19 14:56:00,14.0,0,0,0,,0,0,,,1,60.77,0,,,,,,,0,0,0.0,1,1,0.0,0,normal
15883388,특번,2026-04-28 10:32:00,10.0,0,0,0,,0,1,1.0,1.0,0,,0,,,,,,,0,0,2.0,1,1,0.0,0,normal
15398908,특번,2026-07-23 07:07:00,7.0,0,0,0,,0,1,0.0,1.0,0,,1,1.0,0.0,,,,,0,0,2.0,1,1,0.0,0,normal
15884477,특번,2026-07-24 06:47:00,6.0,0,0,0,,0,1,0.0,1.0,0,,1,1.0,0.0,,,,,0,0,2.0,1,1,0.0,0,normal
16008585,특번,2026-01-20 21:35:00,21.0,0,0,0,,0,1,0.0,1.0,1,78.83,0,,,,,,,0,0,1.0,1,1,0.0,0,normal
16888114,특번,2026-12-20 09:53:00,9.0,0,0,1,1.91,0,1,0.0,1.0,0,,1,1.0,0.0,,,,,0,0,2.0,1,1,0.3436426116838488,0,normal
01098207464,010,2026-09-27 01:39:00,1.0,0,0,1,15.14,1,1,0.0,1.0,1,8.43,1,1.0,0.0,,,,,0,0,2.0,0,0,0.06195786864931846,0,normal
01023865371,010,2026-08-09 16:52:00,16.0,0,1,1,25.97,1,0,,,1,3.62,1,1.0,0.0,,,,,0,0,1.0,0,0,0.03707823507601039,0,normal
01096093499,010,2026-09-29 04:09:00,4.0,1,1,1,795.54,0,0,,,0,,0,,,,,,,0,0,0.0,0,0,0.0012554297335978105,0,normal
025505398,02(서울 유선),2026-08-29 16:56:00,16.0,1,0,0,,0,1,0.0,1.0,0,,1,1.0,0.0,,,,,0,0,2.0,0,1,0.0,0,normal
15882588,특번,2026-08-03 04:40:00,4.0,1,0,0,,0,1,0.0,1.0,0,,0,,,,,,,0,0,1.0,0,1,0.0,0,normal
01067894934,010,2026-01-12 14:05:00,14.0,0,1,1,22.79,1,0,,,0,,0,,,,,,,0,0,0.0,0,0,0.042034468263976464,0,normal
01037767219,010,2026-03-13 08:19:00,8.0,0,1,1,384.27,1,0,,,0,,0,,,,,,,0,0,0.0,0,0,0.0025955823188932438,0,normal
15882588,특번,2026-08-16 23:41:00,23.0,0,0,0,,0,1,0.0,1.0,1,28.65,1,1.0,0.0,,,,,0,0,2.0,1,1,0.0,0,normal
15443000,특번,2026-10-29 14:41:00,14.0,1,0,0,,0,0,,,0,,0,,,,,,,0,0,0.0,0,1,0.0,0,normal
01082938220,010,2026-07-24 21:14:00,21.0,1,0,1,99.32,1,1,0.0,1.0,0,,0,,,,,,,0,0,1.0,0,0,0.009968102073365232,0,normal
16006200,특번,2026-09-24 00:57:00,0.0,0,0,0,,0,1,0.0,1.0,1,135.51,0,,,,,,,0,0,1.0,1,1,0.0,0,normal
0446708716,기타,2026-08-17 03:28:00,3.0,0,0,1,41.58,0,0,,,0,,1,1.0,0.0,,,,,0,0,1.0,1,1,0.023485204321277597,0,normal
16445425,특번,2026-02-27 10:20:00,10.0,0,0,0,,0,0,,,0,,0,,,,,,,0,0,0.0,1,1,0.0,0,normal
01011963751,010,2026-01-03 13:17:00,13.0,0,1,1,49.6,1,0,,,0,,0,,,,,,,0,0,0.0,0,0,0.019762845849802372,0,normal
01082060406,010,2026-09-11 22:28:00,22.0,0,1,0,,1,0,,,0,,0,,,,,,,0,0,0.0,0,0,0.0,0,normal
15881500,특번,2026-11-14 03:09:00,3.0,0,0,0,,0,1,0.0,1.0,1,37.26,0,,,,,,,0,0,1.0,1,1,0.0,0,normal
00891455056,00X(국제),2026-08-14 17:21:00,17.0,0,0,1,2.61,0,1,0.0,1.0,0,,0,,,,,,,1,0,1.0,1,1,0.2770083102493075,0,normal
01093717284,010,2026-06-20 07:00:00,7.0,1,1,0,,1,0,,,0,,0,,,,,,,0,0,0.0,0,0,0.0,0,normal
15888801,특번,2026-03-10 01:53:00,1.0,0,0,0,,0,0,,,1,3.05,0,,,,,,,0,0,0.0,1,1,0.0,0,normal
15885050,특번,2026-12-06 22:22:00,22.0,1,0,0,,0,0,,,0,,1,1.0,0.0,,,,,0,0,1.0,0,1,0.0,0,normal
0220269955,02(서울 유선),2026-11-03 21:47:00,21.0,0,0,0,,0,1,0.0,1.0,0,,0,,,,,,,0,0,1.0,1,1,0.0,0,normal
15444200,특번,2026-12-28 00:34:00,0.0,0,0,0,,0,1,0.0,1.0,0,,1,1.0,0.0,,,,,0,0,2.0,1,1,0.0,0,normal
15883388,특번,2026-06-21 18:17:00,18.0,1,0,0,,0,1,0.0,1.0,0,,0,,,,,,,0,1,1.0,0,1,0.0,0,normal
01033869603,010,2026-03-26 09:33:00,9.0,0,1,0,,1,1,0.0,1.0,0,,0,,,,,,,0,0,1.0,0,0,0.0,0,normal
070125510,070(인터넷전화),2026-10-12 21:27:00,21.0,0,0,0,,0,0,,,1,4.76,0,,,,,,,0,0,0.0,1,1,0.0,0,normal
16706250,특번,2026-08-16 17:08:00,17.0,1,0,0,,0,1,0.0,1.0,0,,0,,,,,,,0,0,1.0,0,1,0.0,0,normal
01054328899,010,2026-12-05 18:30:00,18.0,0,1,1,398.44,1,1,0.0,1.0,0,,0,,,,,,,0,0,1.0,0,0,0.0025035049068696173,0,normal
028497464,02(서울 유선),2026-10-22 03:42:00,3.0,0,0,0,,0,0,,,0,,1,1.0,0.0,,,,,0,0,1.0,1,1,0.0,0,normal
01085415079,010,2026-02-22 16:56:00,16.0,0,1,1,0.67,1,0,,,0,,1,1.0,0.0,,,,,0,0,1.0,0,0,0.5988023952095809,0,normal
01089791554,010,2026-09-30 09:50:00,9.0,0,1,0,,1,1,0.0,1.0,1,16.07,0,,,,,,,0,0,1.0,0,0,0.0,0,normal
15448000,특번,2026-01-31 11:46:00,11.0,0,0,1,7.65,0,0,,,0,,0,,,,,,,0,0,0.0,1,1,0.11560693641618497,0,normal
15881599,특번,2026-11-25 05:54:00,5.0,0,0,0,,1,0,,,1,102.45,1,1.0,0.0,,,,,0,0,1.0,0,0,0.0,0,normal
15303476,특번,2026-10-05 15:33:00,15.0,0,0,0,,0,1,0.0,1.0,0,,1,1.0,0.0,,,,,0,0,2.0,1,1,0.0,0,normal
15441120,특번,2026-07-31 18:41:00,18.0,0,0,0,,0,0,,,0,,1,1.0,0.0,,,,,0,0,1.0,1,1,0.0,0,normal
021933644,02(서울 유선),2026-11-15 14:47:00,14.0,0,0,0,,0,1,0.0,1.0,0,,0,,,,,,,0,0,1.0,1,1,0.0,0,normal
01019237907,010,2026-03-24 12:09:00,12.0,1,1,1,4.14,1,1,0.0,1.0,0,,1,1.0,0.0,,,,,0,0,2.0,0,0,0.19455252918287938,0,normal
15885050,특번,2026-04-03 07:59:00,7.0,1,0,0,,0,0,,,0,,0,,,,,,,0,0,0.0,0,1,0.0,0,normal
15884477,특번,2026-03-16 22:03:00,22.0,1,0,0,,0,1,0.0,1.0,0,,1,1.0,0.0,,,,,0,0,2.0,0,1,0.0,0,normal
16617654,특번,2026-10-25 00:35:00,0.0,0,0,1,2.52,0,0,,,1,77.53,0,,,,,,,0,0,0.0,1,1,0.2840909090909091,0,normal
15444200,특번,2026-05-05 01:33:00,1.0,0,0,1,19.14,0,0,,,0,,0,,,,,,,0,0,0.0,1,1,0.04965243296921549,0,normal
01083003056,010,2026-08-13 17:08:00,17.0,0,1,1,14.33,1,0,,,0,,1,1.0,0.0,,,,,0,0,1.0,0,0,0.06523157208088715,0,normal
01010420376,010,2026-12-22 09:08:00,9.0,0,1,0,,1,0,,,0,,0,,,,,,,0,0,0.0,0,0,0.0,0,normal
01089374545,010,2026-02-21 19:44:00,19.0,1,1,1,41.1,1,0,,,0,,1,1.0,0.0,,,,,0,0,1.0,0,0,0.023752969121140142,0,normal
01049226006,010,2026-06-28 11:47:00,11.0,0,1,1,38.93,1,0,,,0,,1,1.0,0.0,,,,,0,0,1.0,0,0,0.02504382669671926,0,normal
15888801,특번,2026-04-07 05:39:00,5.0,1,0,0,,0,0,,,0,,1,1.0,0.0,,,,,0,0,1.0,0,1,0.0,0,normal
18997047,특번,2026-02-17 21:57:00,21.0,0,0,0,,0,0,,,0,,0,,,,,,,0,0,0.0,1,1,0.0,0,normal
18000678,특번,2026-10-02 22:06:00,22.0,0,0,0,,0,0,,,1,353.44,0,,,,,,,0,0,0.0,1,1,0.0,0,normal
16706250,특번,2026-11-03 09:38:00,9.0,1,0,0,,0,0,,,0,,0,,,,,,,0,0,0.0,0,1,0.0,0,normal
01037648322,010,2026-05-29 04:38:00,4.0,1,1,1,178.63,1,1,0.0,1.0,0,,0,,,,,,,0,0,1.0,0,0,0.005566998830930246,0,normal
16796285,특번,2026-09-04 14:12:00,14.0,1,0,0,,0,1,0.0,1.0,0,,1,1.0,0.0,,,,,0,0,2.0,0,1,0.0,0,normal
15881500,특번,2026-11-12 15:04:00,15.0,0,0,0,,0,1,0.0,1.0,0,,0,,,,,,,0,0,1.0,1,1,0.0,0,normal
15886565,특번,2026-10-18 22:37:00,22.0,0,0,0,,0,0,,,0,,0,,,,,,,0,0,0.0,1,1,0.0,0,normal
01047474679,010,2026-05-21 08:01:00,8.0,0,1,1,27.71,1,1,0.0,1.0,0,,1,1.0,0.0,,,,,0,0,2.0,0,0,0.034831069313827935,0,normal
16737413,특번,2026-05-13 04:48:00,4.0,0,0,0,,0,0,,,0,,1,1.0,0.0,,,,,0,0,1.0,1,1,0.0,0,normal
01024251365,010,2026-10-20 09:25:00,9.0,0,1,1,23.42,1,1,0.0,1.0,0,,1,1.0,0.0,,,,,0,0,2.0,0,0,0.04095004095004095,0,normal
16004000,특번,2026-03-12 22:10:00,22.0,1,0,0,,0,1,0.0,1.0,0,,0,,,,,,,0,0,1.0,0,1,0.0,0,normal
0808221416,기타,2026-03-17 09:33:00,9.0,0,0,1,326.43,0,1,0.0,1.0,0,,0,,,,,,,0,0,1.0,1,1,0.0030540878966496656,0,normal
07023080,070(인터넷전화),2026-12-21 18:48:00,18.0,0,0,0,,0,1,0.0,1.0,0,,1,1.0,0.0,,,,,0,0,2.0,1,1,0.0,0,normal
15440080,특번,2026-01-04 16:04:00,16.0,0,0,1,4.01,0,1,0.0,1.0,0,,0,,,,,,,0,0,1.0,1,1,0.1996007984031936,0,normal
16663060,특번,2026-12-28 13:30:00,13.0,0,0,0,,0,1,0.0,1.0,0,,0,,,,,,,0,1,1.0,1,1,0.0,0,normal
01097872191,010,2026-10-07 04:28:00,4.0,0,1,1,3.27,1,1,0.0,1.0,0,,0,,,,,,,0,0,1.0,0,0,0.234192037470726,0,normal
15885000,특번,2026-01-09 08:38:00,8.0,0,0,0,,0,0,,,0,,1,1.0,1.0,,,,,0,0,2.0,1,1,0.0,0,normal
01040616232,010,2026-04-25 07:56:00,7.0,0,1,0,,1,0,,,0,,0,,,,,,,0,0,0.0,0,0,0.0,0,normal
0059448994,00X(국제),2026-02-15 16:55:00,16.0,0,0,0,,0,1,0.0,1.0,1,12.48,0,,,,,,,1,0,1.0,1,1,0.0,0,normal
15999999,특번,2026-12-16 22:39:00,22.0,1,0,0,,0,1,0.0,1.0,0,,1,1.0,0.0,,,,,0,0,2.0,0,1,0.0,0,normal
0707989847,070(인터넷전화),2026-01-20 23:30:00,23.0,1,0,0,,0,0,,,0,,0,,,,,,,0,0,0.0,0,1,0.0,0,normal
16617654,특번,2026-10-21 12:45:00,12.0,0,0,0,,0,1,0.0,1.0,1,8.92,1,1.0,0.0,,,,,0,0,2.0,1,1,0.0,0,normal
01067203178,010,2026-02-24 07:06:00,7.0,0,1,0,,1,1,0.0,1.0,0,,0,,,,,,,0,0,1.0,0,0,0.0,0,normal
15778000,특번,2026-03-23 16:28:00,16.0,0,0,0,,0,0,,,0,,0,,,,,,,0,0,0.0,1,1,0.0,0,normal
16705989,특번,2026-08-04 23:40:00,23.0,1,0,1,65.9,0,1,0.0,1.0,0,,1,1.0,0.0,,,,,0,0,2.0,0,1,0.014947683109118086,0,normal
01065545833,010,2026-01-12 02:41:00,2.0,1,1,1,202.64,1,0,,,0,,0,,,,,,,0,0,0.0,0,0,0.004910626595953644,0,normal
01030054022,010,2026-02-09 09:24:00,9.0,0,1,1,6.35,1,1,0.0,1.0,0,,0,,,,,,,0,0,1.0,0,0,0.1360544217687075,0,normal
16612207,특번,2026-08-18 17:35:00,17.0,0,0,0,,0,0,,,0,,0,,,,,,,0,0,0.0,1,1,0.0,0,normal
01031683493,010,2026-12-12 09:07:00,9.0,1,1,1,8.32,1,1,0.0,1.0,0,,1,1.0,0.0,,,,,0,0,2.0,0,0,0.1072961373390558,0,normal
15882001,특번,2026-11-28 12:28:00,12.0,0,0,1,12.96,0,1,0.0,1.0,0,,0,,,,,,,0,0,1.0,1,1,0.07163323782234957,0,normal
025640304,02(서울 유선),2026-06-21 16:03:00,16.0,1,0,1,26.32,0,1,0.0,1.0,0,,0,,,,,,,0,0,1.0,0,1,0.036603221083455345,0,normal
15221000,특번,2026-04-22 00:38:00,0.0,1,0,0,,0,0,,,0,,1,1.0,0.0,,,,,0,0,1.0,0,1,0.0,0,normal
15999000,특번,2026-07-14 20:43:00,20.0,1,0,0,,0,1,0.0,1.0,0,,0,,,,,,,0,0,1.0,0,1,0.0,0,normal
16006200,특번,2026-06-22 17:41:00,17.0,0,0,0,,0,0,,,0,,0,,,,,,,0,0,0.0,1,1,0.0,0,normal
00147494120,00X(국제),2026-06-15 16:51:00,16.0,0,0,0,,0,1,0.0,1.0,0,,1,1.0,0.0,,,,,1,0,2.0,1,1,0.0,0,normal
15665050,특번,2026-05-04 01:26:00,1.0,0,0,0,,0,1,0.0,1.0,0,,0,,,,,,,0,0,1.0,1,1,0.0,0,normal
16705989,특번,2026-05-10 13:14:00,13.0,0,0,0,,0,0,,,0,,0,,,,,,,0,0,0.0,1,1,0.0,0,normal
16342379,특번,2026-04-24 12:38:00,12.0,0,0,0,,0,1,0.0,1.0,0,,0,,,,,,,0,0,1.0,1,1,0.0,0,normal
01050764939,010,2026-02-16 00:04:00,0.0,0,1,1,65.92,0,1,1.0,1.0,1,21.15,0,,,,,,,0,0,2.0,1,0,0.014943215780035863,0,normal
16612207,특번,2026-04-03 16:17:00,16.0,0,0,0,,0,0,,,0,,1,1.0,0.0,,,,,0,0,1.0,1,1,0.0,0,normal
01044026824,010,2026-11-16 08:28:00,8.0,0,1,1,10.72,1,1,0.0,1.0,0,,1,1.0,0.0,,,,,0,0,2.0,0,0,0.08532423208191126,0,normal
15440080,특번,2026-12-09 01:58:00,1.0,0,0,0,,0,1,0.0,1.0,0,,0,,,,,,,0,0,1.0,1,1,0.0,0,normal
15223000,특번,2026-06-06 02:33:00,2.0,0,0,0,,0,0,,,0,,1,1.0,0.0,,,,,0,0,1.0,1,1,0.0,0,normal
01053338713,010,2026-08-16 22:36:00,22.0,0,1,0,,1,0,,,0,,0,,,,,,,0,0,0.0,0,0,0.0,0,normal
16617654,특번,2026-11-20 16:10:00,16.0,1,0,0,,0,1,0.0,1.0,0,,0,,,,,,,0,0,1.0,0,1,0.0,0,normal
07061078,070(인터넷전화),2026-04-19 20:14:00,20.0,1,1,0,,0,0,,,0,,1,1.0,0.0,,,,,0,0,1.0,0,0,0.0,0,normal
01060890654,010,2026-12-09 05:01:00,5.0,1,1,1,7.08,1,0,,,0,,1,1.0,0.0,,,,,0,0,1.0,0,0,0.12376237623762376,0,normal
15444200,특번,2026-06-26 13:23:00,13.0,0,0,0,,0,0,,,0,,0,,,,,,,0,0,0.0,1,1,0.0,0,normal
01006327316,010,2026-09-09 00:23:00,0.0,1,1,1,14.47,1,1,0.0,1.0,0,,0,,,,,,,0,0,1.0,0,0,0.06464124111182934,0,normal
15661277,특번,2026-06-18 22:59:00,22.0,0,0,0,,0,1,0.0,1.0,0,,1,1.0,0.0,,,,,0,0,2.0,1,1,0.0,0,normal
16706250,특번,2026-01-21 07:03:00,7.0,0,0,0,,0,1,0.0,1.0,0,,1,1.0,0.0,,,,,0,1,2.0,1,1,0.0,0,normal
01025525229,010,2026-08-05 08:01:00,8.0,1,1,1,87.08,1,1,0.0,1.0,0,,1,1.0,0.0,,,,,0,1,2.0,0,0,0.011353315168029064,0,normal
05117822399,기타,2026-04-13 11:50:00,11.0,0,0,0,,0,0,,,0,,0,,,,,,,0,0,0.0,1,1,0.0,0,normal
01058408216,010,2026-01-15 04:23:00,4.0,0,1,0,,1,1,0.0,1.0,0,,0,,,,,,,0,0,1.0,0,0,0.0,0,normal
15443082,특번,2026-09-12 11:58:00,11.0,0,0,1,50.32,1,0,,,0,,1,1.0,0.0,,,,,0,0,1.0,0,0,0.019485580670303974,0,normal
01089802471,010,2026-07-08 09:59:00,9.0,1,1,1,0.61,1,1,0.0,1.0,0,,0,,,,,,,0,0,1.0,0,0,0.6211180124223603,0,normal
01011379515,010,2026-05-31 08:38:00,8.0,1,1,1,3.58,1,0,,,0,,0,,,,,,,0,0,0.0,0,0,0.2183406113537118,0,normal
15885000,특번,2026-06-20 23:41:00,23.0,0,0,0,,0,0,,,0,,0,,,,,,,0,0,0.0,1,1,0.0,0,normal
01083603101,010,2026-10-21 05:42:00,5.0,1,1,1,0.89,1,1,0.0,1.0,0,,1,1.0,0.0,,,,,0,0,2.0,0,0,0.5291005291005291,0,normal
01072248955,010,2026-07-01 01:31:00,1.0,1,1,1,2.44,1,1,0.0,1.0,0,,0,,,,,,,0,0,1.0,0,0,0.29069767441860467,0,normal
01058206755,010,2026-11-20 04:20:00,4.0,0,1,1,10.49,1,1,0.0,1.0,0,,0,,,,,,,0,0,1.0,0,0,0.08703220191470844,0,normal
01078256495,010,2026-01-16 00:38:00,0.0,1,1,0,,1,1,0.0,1.0,0,,0,,,,,,,0,0,1.0,0,0,0.0,0,normal
0220269955,02(서울 유선),2026-05-20 05:02:00,5.0,0,0,1,2.56,0,0,,,0,,1,1.0,0.0,,,,,0,0,1.0,1,1,0.2808988764044944,0,normal
15443030,특번,2026-10-26 05:26:00,5.0,0,0,0,,0,0,,,0,,0,,,,,,,0,0,0.0,1,1,0.0,0,normal
15882588,특번,2026-07-19 01:00:00,1.0,1,0,0,,0,0,,,0,,1,1.0,0.0,,,,,0,0,1.0,0,1,0.0,0,normal
01063577208,010,2026-12-04 00:54:00,0.0,1,1,1,15.84,1,1,0.0,1.0,0,,0,,,,,,,0,0,1.0,0,0,0.05938242280285036,0,normal
0213886333,02(서울 유선),2026-12-23 10:40:00,10.0,0,0,1,70.79,0,0,,,0,,0,,,,,,,0,0,0.0,1,1,0.01392951664577239,0,normal
15990011,특번,2026-05-11 11:19:00,11.0,0,0,0,,0,0,,,0,,1,1.0,0.0,,,,,0,0,1.0,1,1,0.0,0,normal
16613000,특번,2026-01-03 23:45:00,23.0,0,0,1,9.57,0,1,0.0,1.0,0,,0,,,,,,,0,0,1.0,1,1,0.0946073793755913,0,normal
16612207,특번,2026-08-29 05:38:00,5.0,0,0,1,3.99,0,0,,,0,,0,,,,,,,0,0,0.0,1,1,0.2004008016032064,0,normal
15447758,특번,2026-04-30 10:56:00,10.0,0,0,0,,0,0,,,0,,0,,,,,,,0,0,0.0,1,1,0.0,0,normal
16652214,특번,2026-03-15 21:08:00,21.0,1,1,0,,0,0,,,0,,0,,,,,,,0,0,0.0,0,0,0.0,0,normal
01094735378,010,2026-01-04 03:12:00,3.0,0,0,1,145.9,1,0,,,0,,0,,,,,,,0,0,0.0,0,0,0.0068073519400953025,0,normal
01096571173,010,2026-09-18 02:57:00,2.0,0,1,1,7.95,1,0,,,1,175.43,0,,,,,,,0,0,0.0,0,0,0.111731843575419,0,normal
01082337809,010,2026-11-29 18:13:00,18.0,0,1,0,,1,1,0.0,1.0,0,,0,,,,,,,0,0,1.0,0,0,0.0,0,normal
16613000,특번,2026-08-02 10:26:00,10.0,0,0,0,,0,0,,,0,,0,,,,,,,0,0,0.0,1,1,0.0,0,normal
01081326638,010,2026-06-22 10:38:00,10.0,1,1,0,,1,0,,,0,,0,,,,,,,0,0,0.0,0,0,0.0,0,normal
01063610519,010,2026-12-06 13:01:00,13.0,0,0,0,,1,1,0.0,1.0,1,69.42,1,1.0,0.0,,,,,0,0,2.0,0,0,0.0,0,normal
01044546629,010,2026-04-05 15:38:00,15.0,0,1,1,14.37,1,1,0.0,1.0,0,,0,,,,,,,0,0,1.0,0,0,0.06506180871828238,0,normal
15885050,특번,2026-12-21 23:18:00,23.0,1,0,0,,0,1,0.0,1.0,0,,0,,,,,,,0,0,1.0,0,1,0.0,0,normal
15883570,특번,2026-03-30 13:52:00,13.0,1,0,0,,0,1,0.0,1.0,0,,0,,,,,,,0,0,1.0,0,1,0.0,0,normal
15441120,특번,2026-06-10 01:56:00,1.0,1,0,0,,0,1,1.0,1.0,0,,1,1.0,0.0,,,,,0,0,3.0,0,1,0.0,0,normal
15446200,특번,2026-03-04 07:14:00,7.0,1,0,0,,0,0,,,0,,1,1.0,1.0,,,,,0,0,2.0,0,1,0.0,0,normal
01068379435,010,2026-04-29 20:22:00,20.0,0,1,1,38.27,1,0,,,0,,1,1.0,0.0,,,,,0,0,1.0,0,0,0.025464731347084286,0,normal
